质数,个,质数差,质数差差
30881,3330,10,8
30871,3329,2,-8
30869,3328,10,4
30859,3327,6,4
30853,3326,2,-8
30851,3325,10,8
30841,3324,2,-8
30839,3323,10,-2
30829,3322,12,4
30817,3321,8,2
30809,3320,6,-16
30803,3319,22,14
30781,3318,8,-2
30773,3317,10,4
30763,3316,6,-24
30757,3315,30,16
30727,3314,14,8
30713,3313,6,2
30707,3312,4,-2
30703,3311,6,-2
30697,3310,8,-4
30689,3309,12,6
30677,3308,6,-4
30671,3307,10,-2
30661,3306,12,6
30649,3305,6,0
30643,3304,6,0
30637,3303,6,-32
30631,3302,38,22
30593,3301,16,-2
30577,3300,18,16
30559,3299,2,-2
30557,3298,4,-10
30553,3297,14,4
30539,3296,10,-2
30529,3295,12,4
30517,3294,8,-4
30509,3293,12,8
30497,3292,4,2
30493,3291,2,-20
30491,3290,22,20
30469,3289,2,-16
30467,3288,18,0
30449,3287,18,14
30431,3286,4,-20
30427,3285,24,12
30403,3284,12,10
30391,3283,2,-20
30389,3282,22,2
30367,3281,20,14
30347,3280,6,-12
30341,3279,18,14
30323,3278,4,-2
30319,3277,6,0
30313,3276,6,-8
30307,3275,14,-8
30293,3274,22,20
30271,3273,2,-8
30269,3272,10,4
30259,3271,6,-6
30253,3270,12,-6
30241,3269,18,6
30223,3268,12,4
30211,3267,8,2
30203,3266,6,-4
30197,3265,10,4
30187,3264,6,-6
30181,3263,12,4
30169,3262,8,-14
30161,3261,22,20
30139,3260,2,-2
30137,3259,4,-10
30133,3258,14,8
30119,3257,6,2
30113,3256,4,-2
30109,3255,6,0
30103,3254,6,0
30097,3253,6,4
30091,3252,2,-16
30089,3251,18,6
30071,3250,12,0
30059,3249,12,-6
30047,3248,18,2
30029,3247,16,14
30013,3246,2,-20
30011,3245,22,16
29989,3244,6,-18
29983,3243,24,12
29959,3242,12,-8
29947,3241,20,14
29927,3240,6,2
29921,3239,4,-32
29917,3238,36,34
29881,3237,2,-4
29879,3236,6,0
29873,3235,6,2
29867,3234,4,-8
29863,3233,12,-2
29851,3232,14,10
29837,3231,4,-10
29833,3230,14,-2
29819,3229,16,2
29803,3228,14,-14
29789,3227,28,26
29761,3226,2,-4
29759,3225,6,-6
29753,3224,12,-6
29741,3223,18,12
29723,3222,6,-28
29717,3221,34,22
29683,3220,12,10
29671,3219,2,-4
29669,3218,6,-16
29663,3217,22,14
29641,3216,8,4
29633,3215,4,-14
29629,3214,18,6
29611,3213,12,0
29599,3212,12,6
29587,3211,6,-2
29581,3210,8,4
29573,3209,4,2
29569,3208,2,-28
29567,3207,30,24
29537,3206,6,2
29531,3205,4,-22
29527,3204,26,8
29501,3203,18,8
29483,3202,10,-10
29473,3201,20,10
29453,3200,10,4
29443,3199,6,-2
29437,3198,8,2
29429,3197,6,-6
29423,3196,12,2
29411,3195,10,8
29401,3194,2,-8
29399,3193,10,8
29389,3192,2,-2
29387,3191,4,-16
29383,3190,20,4
29363,3189,16,8
29347,3188,8,2
29339,3187,6,0
29333,3186,6,-10
29327,3185,16,8
29311,3184,8,2
29303,3183,6,-4
29297,3182,10,-8
29287,3181,18,0
29269,3180,18,10
29251,3179,8,-4
29243,3178,12,2
29231,3177,10,-2
29221,3176,12,10
29209,3175,2,-4
29207,3174,6,-4
29201,3173,10,-2
29191,3172,12,6
29179,3171,6,0
29173,3170,6,-8
29167,3169,14,8
29153,3168,6,-4
29147,3167,10,4
29137,3166,6,4
29131,3165,2,-4
29129,3164,6,-16
29123,3163,22,-2
29101,3162,24,10
29077,3161,14,10
29063,3160,4,-22
29059,3159,26,20
29033,3158,6,2
29027,3157,4,2
29023,3156,2,-2
29021,3155,4,-4
29017,3154,8,-22
29009,3153,30,12
28979,3152,18,6
28961,3151,12,-4
28949,3150,16,10
28933,3149,6,0
28927,3148,6,-6
28921,3147,12,4
28909,3146,8,-14
28901,3145,22,14
28879,3144,8,4
28871,3143,4,-4
28867,3142,8,-8
28859,3141,16,10
28843,3140,6,-14
28837,3139,20,16
28817,3138,4,-2
28813,3137,6,-8
28807,3136,14,10
28793,3135,4,-14
28789,3134,18,6
28771,3133,12,6
28759,3132,6,4
28753,3131,2,-20
28751,3130,22,16
28729,3129,6,-6
28723,3128,12,4
28711,3127,8,2
28703,3126,6,-4
28697,3125,10,-8
28687,3124,18,12
28669,3123,6,4
28663,3122,2,-2
28661,3121,4,-4
28657,3120,8,2
28649,3119,6,-6
28643,3118,12,8
28631,3117,4,-2
28627,3116,6,4
28621,3115,2,-10
28619,3114,12,8
28607,3113,4,-2
28603,3112,6,0
28597,3111,6,-6
28591,3110,12,6
28579,3109,6,4
28573,3108,2,-10
28571,3107,12,2
28559,3106,10,8
28549,3105,2,-4
28547,3104,6,2
28541,3103,4,-16
28537,3102,20,16
28517,3101,4,-10
28513,3100,14,8
28499,3099,6,-10
28493,3098,16,2
28477,3097,14,-2
28463,3096,16,8
28447,3095,8,2
28439,3094,6,2
28433,3093,4,-14
28429,3092,18,16
28411,3091,2,-4
28409,3090,6,-4
28403,3089,10,4
28393,3088,6,-30
28387,3087,36,34
28351,3086,2,-28
28349,3085,30,20
28319,3084,10,8
28309,3083,2,-8
28307,3082,10,2
28297,3081,8,2
28289,3080,6,2
28283,3079,4,2
28279,3078,2,-46
28277,3077,48,38
28229,3076,10,2
28219,3075,8,-2
28211,3074,10,-8
28201,3073,18,16
28183,3072,2,-16
28181,3071,18,6
28163,3070,12,-16
28151,3069,28,16
28123,3068,12,10
28111,3067,2,-8
28109,3066,10,8
28099,3065,2,-8
28097,3064,10,4
28087,3063,6,-6
28081,3062,12,0
28069,3061,12,6
28057,3060,6,-14
28051,3059,20,16
28031,3058,4,-4
28027,3057,8,-10
28019,3056,18,14
28001,3055,4,-10
27997,3054,14,-2
27983,3053,16,10
27967,3052,6,-2
27961,3051,8,2
27953,3050,6,2
27947,3049,4,2
27943,3048,2,-20
27941,3047,22,20
27919,3046,2,-14
27917,3045,16,8
27901,3044,8,-2
27893,3043,10,-22
27883,3042,32,28
27851,3041,4,-16
27847,3040,20,16
27827,3039,4,-2
27823,3038,6,-2
27817,3037,8,2
27809,3036,6,2
27803,3035,4,-2
27799,3034,6,4
27793,3033,2,-10
27791,3032,12,6
27779,3031,6,0
27773,3030,6,2
27767,3029,4,-8
27763,3028,12,10
27751,3027,2,-4
27749,3026,6,2
27743,3025,4,2
27739,3024,2,-2
27737,3023,4,-28
27733,3022,32,28
27701,3021,4,-2
27697,3020,6,4
27691,3019,2,-14
27689,3018,16,-4
27673,3017,20,14
27653,3016,6,-10
27647,3015,16,2
27631,3014,14,8
27617,3013,6,-22
27611,3012,28,26
27583,3011,2,-28
27581,3010,30,20
27551,3009,10,8
27541,3008,2,-8
27539,3007,10,8
27529,3006,2,-16
27527,3005,18,-4
27509,3004,22,16
27487,3003,6,4
27481,3002,2,-20
27479,3001,22,14
27457,3000,8,-4
27449,2999,12,6
27437,2998,6,2
27431,2997,4,-14
27427,2996,18,16
27409,2995,2,-8
27407,2994,10,-20
27397,2993,30,24
27367,2992,6,-18
27361,2991,24,16
27337,2990,8,-22
27329,2989,30,14
27299,2988,16,14
27283,2987,2,-2
27281,2986,4,-2
27277,2985,6,-6
27271,2984,12,6
27259,2983,6,-6
27253,2982,12,10
27241,2981,2,-26
27239,2980,28,14
27211,2979,14,8
27197,2978,6,-6
27191,2977,12,-24
27179,2976,36,20
27143,2975,16,-2
27127,2974,18,16
27109,2973,2,-2
27107,2972,4,-8
27103,2971,12,-2
27091,2970,14,10
27077,2969,4,-2
27073,2968,6,0
27067,2967,6,4
27061,2966,2,-14
27059,2965,16,4
27043,2964,12,-2
27031,2963,14,8
27017,2962,6,-12
27011,2961,18,12
26993,2960,6,0
26987,2959,6,-16
26981,2958,22,16
26959,2957,6,4
26953,2956,2,-2
26951,2955,4,-16
26947,2954,20,14
26927,2953,6,-12
26921,2952,18,8
26903,2951,10,8
26893,2950,2,-8
26891,2949,10,8
26881,2948,2,-14
26879,2947,16,14
26863,2946,2,-10
26861,2945,12,2
26849,2944,10,4
26839,2943,6,-6
26833,2942,12,4
26821,2941,8,-4
26813,2940,12,-6
26801,2939,18,12
26783,2938,6,-12
26777,2937,18,-4
26759,2936,22,16
26737,2935,6,4
26731,2934,2,-4
26729,2933,6,0
26723,2932,6,2
26717,2931,4,2
26713,2930,2,-8
26711,2929,10,8
26701,2928,2,-4
26699,2927,6,0
26693,2926,6,2
26687,2925,4,2
26683,2924,2,-10
26681,2923,12,-10
26669,2922,22,16
26647,2921,6,-2
26641,2920,8,2
26633,2919,6,-24
26627,2918,30,24
26597,2917,6,-12
26591,2916,18,6
26573,2915,12,8
26561,2914,4,-14
26557,2913,18,-8
26539,2912,26,14
26513,2911,12,8
26501,2910,4,-4
26497,2909,8,-2
26489,2908,10,-10
26479,2907,20,10
26459,2906,10,-2
26449,2905,12,6
26437,2904,6,-2
26431,2903,8,2
26423,2902,6,-4
26417,2901,10,2
26407,2900,8,2
26399,2899,6,0
26393,2898,6,-10
26387,2897,16,2
26371,2896,14,4
26357,2895,10,2
26347,2894,8,-10
26339,2893,18,14
26321,2892,4,-4
26317,2891,8,-4
26309,2890,12,8
26297,2889,4,-22
26293,2888,26,22
26267,2887,4,2
26263,2886,2,-8
26261,2885,10,8
26251,2884,2,-10
26249,2883,12,2
26237,2882,10,-8
26227,2881,18,12
26209,2880,6,-8
26203,2879,14,8
26189,2878,6,0
26183,2877,6,0
26177,2876,6,-4
26171,2875,10,2
26161,2874,8,-4
26153,2873,12,-10
26141,2872,22,16
26119,2871,6,4
26113,2870,2,-2
26111,2869,4,-4
26107,2868,8,-8
26099,2867,16,-14
26083,2866,30,18
26053,2865,12,0
26041,2864,12,4
26029,2863,8,4
26021,2862,4,-10
26017,2861,14,10
26003,2860,4,2
25999,2859,2,-14
25997,2858,16,4
25981,2857,12,-6
25969,2856,18,10
25951,2855,8,4
25943,2854,4,-2
25939,2853,6,4
25933,2852,2,-10
25931,2851,12,6
25919,2850,6,-4
25913,2849,10,-4
25903,2848,14,-2
25889,2847,16,10
25873,2846,6,-12
25867,2845,18,16
25849,2844,2,-4
25847,2843,6,-16
25841,2842,22,4
25819,2841,18,16
25801,2840,2,-4
25799,2839,6,-16
25793,2838,22,14
25771,2837,8,4
25763,2836,4,-8
25759,2835,12,6
25747,2834,6,-2
25741,2833,8,-8
25733,2832,16,2
25717,2831,14,4
25703,2830,10,-4
25693,2829,14,8
25679,2828,6,0
25673,2827,6,-4
25667,2826,10,-4
25657,2825,14,10
25643,2824,4,-2
25639,2823,6,-6
25633,2822,12,0
25621,2821,12,6
25609,2820,6,4
25603,2819,2,-10
25601,2818,12,6
25589,2817,6,2
25583,2816,4,2
25579,2815,2,-14
25577,2814,16,-4
25561,2813,20,16
25541,2812,4,-10
25537,2811,14,-38
25523,2810,52,50
25471,2809,2,-4
25469,2808,6,0
25463,2807,6,2
25457,2806,4,-2
25453,2805,6,-2
25447,2804,8,-8
25439,2803,16,4
25423,2802,12,10
25411,2801,2,-16
25409,2800,18,0
25391,2799,18,12
25373,2798,6,-4
25367,2797,10,2
25357,2796,8,2
25349,2795,6,2
25343,2794,4,-14
25339,2793,18,6
25321,2792,12,10
25309,2791,2,-2
25307,2790,4,2
25303,2789,2,-38
25301,2788,40,32
25261,2787,8,2
25253,2786,6,2
25247,2785,4,-2
25243,2784,6,-2
25237,2783,8,-2
25229,2782,10,-20
25219,2781,30,24
25189,2780,6,-6
25183,2779,12,10
25171,2778,2,-4
25169,2777,6,-4
25163,2776,10,4
25153,2775,6,-14
25147,2774,20,14
25127,2773,6,2
25121,2772,4,-2
25117,2771,6,-8
25111,2770,14,4
25097,2769,10,-4
25087,2768,14,-2
25073,2767,16,-4
25057,2766,20,16
25037,2765,4,2
25033,2764,2,-16
25031,2763,18,-6
25013,2762,24,14
24989,2761,10,8
24979,2760,2,-4
24977,2759,6,2
24971,2758,4,-10
24967,2757,14,4
24953,2756,10,-10
24943,2755,20,16
24923,2754,4,2
24919,2753,2,-8
24917,2752,10,-8
24907,2751,18,6
24889,2750,12,-6
24877,2749,18,10
24859,2748,8,4
24851,2747,4,-2
24847,2746,6,-14
24841,2745,20,8
24821,2744,12,2
24809,2743,10,4
24799,2742,6,-6
24793,2741,12,-2
24781,2740,14,10
24767,2739,4,-10
24763,2738,14,-2
24749,2737,16,-8
24733,2736,24,12
24709,2735,12,6
24697,2734,6,-2
24691,2733,8,2
24683,2732,6,0
24677,2731,6,-6
24671,2730,12,-16
24659,2729,28,20
24631,2728,8,-4
24623,2727,12,-6
24611,2726,18,-4
24593,2725,22,2
24571,2724,20,16
24551,2723,4,-10
24547,2722,14,8
24533,2721,6,-4
24527,2720,10,2
24517,2719,8,-2
24509,2718,10,-8
24499,2717,18,10
24481,2716,8,4
24473,2715,4,-22
24469,2714,26,22
24443,2713,4,-14
24439,2712,18,16
24421,2711,2,-4
24419,2710,6,0
24413,2709,6,-10
24407,2708,16,4
24391,2707,12,6
24379,2706,6,4
24373,2705,2,-10
24371,2704,12,-10
24359,2703,22,14
24337,2702,8,-4
24329,2701,12,-24
24317,2700,36,6
24281,2699,30,26
24251,2698,4,-4
24247,2697,8,-2
24239,2696,10,4
24229,2695,6,-14
24223,2694,20,14
24203,2693,6,-10
24197,2692,16,14
24181,2691,2,-8
24179,2690,10,-8
24169,2689,18,4
24151,2688,14,10
24137,2687,4,-8
24133,2686,12,4
24121,2685,8,4
24113,2684,4,2
24109,2683,2,-2
24107,2682,4,-2
24103,2681,6,0
24097,2680,6,-2
24091,2679,8,2
24083,2678,6,0
24077,2677,6,-4
24071,2676,10,-2
24061,2675,12,6
24049,2674,6,-8
24043,2673,14,8
24029,2672,6,2
24023,2671,4,-8
24019,2670,12,6
24007,2669,6,-2
24001,2668,8,-4
23993,2667,12,8
23981,2666,4,-2
23977,2665,6,-8
23971,2664,14,-14
23957,2663,28,16
23929,2662,12,6
23917,2661,6,4
23911,2660,2,-8
23909,2659,10,4
23899,2658,6,0
23893,2657,6,-2
23887,2656,8,2
23879,2655,6,2
23873,2654,4,-8
23869,2653,12,-12
23857,2652,24,22
23833,2651,2,-2
23831,2650,4,-4
23827,2649,8,2
23819,2648,6,-6
23813,2647,12,0
23801,2646,12,-4
23789,2645,16,10
23773,2644,6,0
23767,2643,6,-2
23761,2642,8,2
23753,2641,6,2
23747,2640,4,2
23743,2639,2,-20
23741,2638,22,-8
23719,2637,30,28
23689,2636,2,-8
23687,2635,10,4
23677,2634,6,4
23671,2633,2,-4
23669,2632,6,-24
23663,2631,30,26
23633,2630,4,2
23629,2629,2,-2
23627,2628,4,-10
23623,2627,14,8
23609,2626,6,2
23603,2625,4,-2
23599,2624,6,-6
23593,2623,12,-2
23581,2622,14,10
23567,2621,4,2
23563,2620,2,-2
23561,2619,4,-4
23557,2618,8,-2
23549,2617,10,8
23539,2616,2,-4
23537,2615,6,-16
23531,2614,22,10
23509,2613,12,-12
23497,2612,24,10
23473,2611,14,2
23459,2610,12,-4
23447,2609,16,2
23431,2608,14,-4
23417,2607,18,-10
23399,2606,28,26
23371,2605,2,-10
23369,2604,12,-6
23357,2603,18,12
23339,2602,6,0
23333,2601,6,0
23327,2600,6,-4
23321,2599,10,-4
23311,2598,14,10
23297,2597,4,2
23293,2596,2,-10
23291,2595,12,2
23279,2594,10,-8
23269,2593,18,-6
23251,2592,24,6
23227,2591,18,12
23209,2590,6,4
23203,2589,2,-2
23201,2588,4,-4
23197,2587,8,-8
23189,2586,16,10
23173,2585,6,-2
23167,2584,8,-8
23159,2583,16,4
23143,2582,12,-2
23131,2581,14,-4
23117,2580,18,6
23099,2579,12,6
23087,2578,6,-4
23081,2577,10,2
23071,2576,8,4
23063,2575,4,2
23059,2574,2,-2
23057,2573,4,-8
23053,2572,12,10
23041,2571,2,-8
23039,2570,10,8
23029,2569,2,-4
23027,2568,6,2
23021,2567,4,-2
23017,2566,6,-2
23011,2565,8,-2
23003,2564,10,-10
22993,2563,20,10
22973,2562,10,8
22963,2561,2,-16
22961,2560,18,12
22943,2559,6,-10
22937,2558,16,2
22921,2557,14,8
22907,2556,6,-18
22901,2555,24,18
22877,2554,6,-4
22871,2553,10,8
22861,2552,2,-4
22859,2551,6,-30
22853,2550,36,30
22817,2549,6,2
22811,2548,4,-16
22807,2547,20,16
22787,2546,4,-2
22783,2545,6,-2
22777,2544,8,-10
22769,2543,18,8
22751,2542,10,8
22741,2541,2,-10
22739,2540,12,6
22727,2539,6,2
22721,2538,4,-4
22717,2537,8,-2
22709,2536,10,8
22699,2535,2,-4
22697,2534,6,-6
22691,2533,12,2
22679,2532,10,-8
22669,2531,18,10
22651,2530,8,4
22643,2529,4,2
22639,2528,2,-14
22637,2527,16,14
22621,2526,2,-4
22619,2525,6,-34
22613,2524,40,38
22573,2523,2,-2
22571,2522,4,-14
22567,2521,18,12
22549,2520,6,4
22543,2519,2,-8
22541,2518,10,-10
22531,2517,20,10
22511,2516,10,-8
22501,2515,18,16
22483,2514,2,-10
22481,2513,12,-4
22469,2512,16,10
22453,2511,6,0
22447,2510,6,-2
22441,2509,8,-16
22433,2508,24,12
22409,2507,12,6
22397,2506,6,-4
22391,2505,10,-2
22381,2504,12,10
22369,2503,2,-16
22367,2502,18,12
22349,2501,6,-30
22343,2500,36,32
22307,2499,4,-8
22303,2498,12,4
22291,2497,8,4
22283,2496,4,2
22279,2495,2,-2
22277,2494,4,2
22273,2493,2,-10
22271,2492,12,0
22259,2491,12,-6
22247,2490,18,-18
22229,2489,36,32
22193,2488,4,-14
22189,2487,18,6
22171,2486,12,10
22159,2485,2,-2
22157,2484,4,-2
22153,2483,6,-8
22147,2482,14,10
22133,2481,4,-2
22129,2480,6,-6
22123,2479,12,10
22111,2478,2,-14
22109,2477,16,14
22093,2476,2,-10
22091,2475,12,6
22079,2474,6,0
22073,2473,6,2
22067,2472,4,-8
22063,2471,12,0
22051,2470,12,10
22039,2469,2,-4
22037,2468,6,2
22031,2467,4,-10
22027,2466,14,4
22013,2465,10,4
22003,2464,6,0
21997,2463,6,-8
21991,2462,14,-2
21977,2461,16,-2
21961,2460,18,12
21943,2459,6,-2
21937,2458,8,-10
21929,2457,18,0
21911,2456,18,6
21893,2455,12,2
21881,2454,10,2
21871,2453,8,4
21863,2452,4,-4
21859,2451,8,-2
21851,2450,10,8
21841,2449,2,-16
21839,2448,18,14
21821,2447,4,-10
21817,2446,14,10
21803,2445,4,-8
21799,2444,12,-2
21787,2443,14,8
21773,2442,6,-4
21767,2441,10,4
21757,2440,6,-6
21751,2439,12,10
21739,2438,2,-8
21737,2437,10,-4
21727,2436,14,2
21713,2435,12,-6
21701,2434,18,8
21683,2433,10,-2
21673,2432,12,0
21661,2431,12,10
21649,2430,2,-28
21647,2429,30,26
21617,2428,4,2
21613,2427,2,-8
21611,2426,10,8
21601,2425,2,-8
21599,2424,10,8
21589,2423,2,-8
21587,2422,10,2
21577,2421,8,2
21569,2420,6,2
21563,2419,4,2
21559,2418,2,-26
21557,2417,28,22
21529,2416,6,4
21523,2415,2,-2
21521,2414,4,-10
21517,2413,14,10
21503,2412,4,-2
21499,2411,6,4
21493,2410,2,-2
21491,2409,4,-2
21487,2408,6,-8
21481,2407,14,-20
21467,2406,34,20
21433,2405,14,2
21419,2404,12,6
21407,2403,6,2
21401,2402,4,-2
21397,2401,6,-2
21391,2400,8,4
21383,2399,4,2
21379,2398,2,-28
21377,2397,30,24
21347,2396,6,-12
21341,2395,18,14
21323,2394,4,2
21319,2393,2,-2
21317,2392,4,-26
21313,2391,30,24
21283,2390,6,-2
21277,2389,8,-14
21269,2388,22,2
21247,2387,20,14
21227,2386,6,-4
21221,2385,10,-8
21211,2384,18,16
21193,2383,2,-2
21191,2382,4,-4
21187,2381,8,-2
21179,2380,10,4
21169,2379,6,0
21163,2378,6,-2
21157,2377,8,2
21149,2376,6,2
21143,2375,4,-14
21139,2374,18,4
21121,2373,14,8
21107,2372,6,-6
21101,2371,12,-10
21089,2370,22,16
21067,2369,6,4
21061,2368,2,-26
21059,2367,28,20
21031,2366,8,4
21023,2365,4,2
21019,2364,2,-2
21017,2363,4,2
21013,2362,2,-8
21011,2361,10,-8
21001,2360,18,16
20983,2359,2,-16
20981,2358,18,14
20963,2357,4,-8
20959,2356,12,4
20947,2355,8,-2
20939,2354,10,2
20929,2353,8,-10
20921,2352,18,14
20903,2351,4,2
20899,2350,2,-8
20897,2349,10,2
20887,2348,8,2
20879,2347,6,-10
20873,2346,16,8
20857,2345,8,-32
20849,2344,40,38
20809,2343,2,-16
20807,2342,18,2
20789,2341,16,14
20773,2340,2,-10
20771,2339,12,6
20759,2338,6,2
20753,2337,4,2
20749,2336,2,-2
20747,2335,4,-8
20743,2334,12,0
20731,2333,12,10
20719,2332,2,-8
20717,2331,10,-4
20707,2330,14,2
20693,2329,12,-6
20681,2328,18,-4
20663,2327,22,20
20641,2326,2,-10
20639,2325,12,-4
20627,2324,16,4
20611,2323,12,6
20599,2322,6,-24
20593,2321,30,18
20563,2320,12,10
20551,2319,2,-4
20549,2318,6,-4
20543,2317,10,-2
20533,2316,12,0
20521,2315,12,10
20509,2314,2,-22
20507,2313,24,20
20483,2312,4,2
20479,2311,2,-32
20477,2310,34,32
20443,2309,2,-8
20441,2308,10,-10
20431,2307,20,16
20411,2306,4,-4
20407,2305,8,2
20399,2304,6,2
20393,2303,4,-16
20389,2302,20,10
20369,2301,10,8
20359,2300,2,-2
20357,2299,4,-2
20353,2298,6,0
20347,2297,6,-2
20341,2296,8,2
20333,2295,6,2
20327,2294,4,-22
20323,2293,26,16
20297,2292,10,-8
20287,2291,18,10
20269,2290,8,-4
20261,2289,12,-4
20249,2288,16,14
20233,2287,2,-10
20231,2286,12,-6
20219,2285,18,0
20201,2284,18,12
20183,2283,6,2
20177,2282,4,-8
20173,2281,12,0
20161,2280,12,10
20149,2279,2,-2
20147,2278,4,-10
20143,2277,14,8
20129,2276,6,0
20123,2275,6,2
20117,2274,4,-2
20113,2273,6,0
20107,2272,6,-6
20101,2271,12,-6
20089,2270,18,10
20071,2269,8,-4
20063,2268,12,8
20051,2267,4,-14
20047,2266,18,12
20029,2265,6,4
20023,2264,2,-8
20021,2263,10,-4
20011,2262,14,10
19997,2261,4,2
19993,2260,2,-10
19991,2259,12,6
19979,2258,6,-4
19973,2257,10,8
19963,2256,2,-10
19961,2255,12,0
19949,2254,12,2
19937,2253,10,2
19927,2252,8,2
19919,2251,6,-16
19913,2250,22,20
19891,2249,2,-20
19889,2248,22,16
19867,2247,6,-2
19861,2246,8,-2
19853,2245,10,8
19843,2244,2,-20
19841,2243,22,16
19819,2242,6,-6
19813,2241,12,4
19801,2240,8,-8
19793,2239,16,2
19777,2238,14,10
19763,2237,4,-2
19759,2236,6,4
19753,2235,2,-10
19751,2234,12,0
19739,2233,12,2
19727,2232,10,2
19717,2231,8,-2
19709,2230,10,8
19699,2229,2,-8
19697,2228,10,4
19687,2227,6,-14
19681,2226,20,-32
19661,2225,52,46
19609,2224,6,0
19603,2223,6,-8
19597,2222,14,8
19583,2221,6,0
19577,2220,6,-6
19571,2219,12,6
19559,2218,6,-4
19553,2217,10,8
19543,2216,2,-8
19541,2215,10,-14
19531,2214,24,18
19507,2213,6,-6
19501,2212,12,6
19489,2211,6,0
19483,2210,6,0
19477,2209,6,4
19471,2208,2,-4
19469,2207,6,0
19463,2206,6,-4
19457,2205,10,4
19447,2204,6,-2
19441,2203,8,4
19433,2202,4,2
19429,2201,2,-2
19427,2200,4,2
19423,2199,2,-2
19421,2198,4,-10
19417,2197,14,2
19403,2196,12,8
19391,2195,4,-2
19387,2194,6,4
19381,2193,2,-4
19379,2192,6,-34
19373,2191,40,26
19333,2190,14,4
19319,2189,10,2
19309,2188,8,-4
19301,2187,12,-4
19289,2186,16,10
19273,2185,6,-2
19267,2184,8,-2
19259,2183,10,-2
19249,2182,12,6
19237,2181,6,-6
19231,2180,12,6
19219,2179,6,4
19213,2178,2,-2
19211,2177,4,-20
19207,2176,24,22
19183,2175,2,-16
19181,2174,18,12
19163,2173,6,-10
19157,2172,16,14
19141,2171,2,-16
19139,2170,18,-16
19121,2169,34,28
19087,2168,6,4
19081,2167,2,-4
19079,2166,6,2
19073,2165,4,-14
19069,2164,18,4
19051,2163,14,8
19037,2162,6,-12
19031,2161,18,14
19013,2160,4,-4
19009,2159,8,-14
19001,2158,22,16
18979,2157,6,-8
18973,2156,14,2
18959,2155,12,-16
18947,2154,28,26
18919,2153,2,-2
18917,2152,4,2
18913,2151,2,-10
18911,2150,12,-18
18899,2149,30,20
18869,2148,10,-10
18859,2147,20,-16
18839,2146,36,30
18803,2145,6,2
18797,2144,4,-2
18793,2143,6,-8
18787,2142,14,-2
18773,2141,16,8
18757,2140,8,2
18749,2139,6,-6
18743,2138,12,0
18731,2137,12,6
18719,2136,6,-6
18713,2135,12,2
18701,2134,10,-2
18691,2133,12,4
18679,2132,8,-2
18671,2131,10,-14
18661,2130,24,4
18637,2129,20,-4
18617,2128,24,18
18593,2127,6,2
18587,2126,4,-26
18583,2125,30,18
18553,2124,12,10
18541,2123,2,-14
18539,2122,16,14
18523,2121,2,-2
18521,2120,4,-10
18517,2119,14,4
18503,2118,10,-2
18493,2117,12,-8
18481,2116,20,16
18461,2115,4,-2
18457,2114,6,-2
18451,2113,8,4
18443,2112,4,-2
18439,2111,6,0
18433,2110,6,-8
18427,2109,14,2
18413,2108,12,8
18401,2107,4,-14
18397,2106,18,10
18379,2105,8,4
18371,2104,4,-10
18367,2103,14,2
18353,2102,12,0
18341,2101,12,-4
18329,2100,16,14
18313,2099,2,-2
18311,2098,4,-2
18307,2097,6,-6
18301,2096,12,10
18289,2095,2,-16
18287,2094,18,6
18269,2093,12,8
18257,2092,4,2
18253,2091,2,-16
18251,2090,18,14
18233,2089,4,-2
18229,2088,6,0
18223,2087,6,0
18217,2086,6,-6
18211,2085,12,4
18199,2084,8,-2
18191,2083,10,-2
18181,2082,12,-8
18169,2081,20,14
18149,2080,6,-4
18143,2079,10,8
18133,2078,2,-2
18131,2077,4,-2
18127,2076,6,4
18121,2075,2,-20
18119,2074,22,14
18097,2073,8,-4
18089,2072,12,-4
18077,2071,16,14
18061,2070,2,-8
18059,2069,10,8
18049,2068,2,-2
18047,2067,4,2
18043,2066,2,-26
18041,2065,28,4
18013,2064,24,22
17989,2063,2,-4
17987,2062,6,2
17981,2061,4,-2
17977,2060,6,-6
17971,2059,12,10
17959,2058,2,-16
17957,2057,18,8
17939,2056,10,4
17929,2055,6,4
17923,2054,2,-8
17921,2053,10,8
17911,2052,2,-4
17909,2051,6,-6
17903,2050,12,2
17891,2049,10,-8
17881,2048,18,6
17863,2047,12,0
17851,2046,12,10
17839,2045,2,-8
17837,2044,10,-10
17827,2043,20,4
17807,2042,16,14
17791,2041,2,-4
17789,2040,6,-16
17783,2039,22,10
17761,2038,12,10
17749,2037,2,-8
17747,2036,10,2
17737,2035,8,-8
17729,2034,16,10
17713,2033,6,-18
17707,2032,24,22
17683,2031,2,-10
17681,2030,12,2
17669,2029,10,8
17659,2028,2,-28
17657,2027,30,26
17627,2026,4,-10
17623,2025,14,4
17609,2024,10,8
17599,2023,2,-14
17597,2022,16,14
17581,2021,2,-4
17579,2020,6,2
17573,2019,4,-14
17569,2018,18,6
17551,2017,12,-8
17539,2016,20,10
17519,2015,10,-2
17509,2014,12,6
17497,2013,6,4
17491,2012,2,-4
17489,2011,6,0
17483,2010,6,0
17477,2009,6,2
17471,2008,4,-14
17467,2007,18,12
17449,2006,6,-6
17443,2005,12,0
17431,2004,12,10
17419,2003,2,-14
17417,2002,16,8
17401,2001,8,4
17393,2000,4,2
17389,1999,2,-2
17387,1998,4,-2
17383,1997,6,-12
17377,1996,18,10
